source_language,dest_language,source_text,dest_text
eng,pag,"'And you, Bethlehem, in the land of Judah,are by no means least among the rulers of Judah,for from you shall come a rulerwho is to shepherd my people Israel.' ""","'Sika, O Betlehem, diad dalin na Juda,aliwan sikay sankaabebaan ed saray manonan baley na Juda;ta panlapwan kay sakey a pangulo a mangiwanwan ed saray totook ya Israel.'"""
eng,pam,"'And you, Bethlehem, in the land of Judah,are by no means least among the rulers of Judah,for from you shall come a rulerwho is to shepherd my people Israel.' ""","Ika, Betlehem, king sakup nang Juda,e ka mitauli king makananu pa man karing manimuna nang balen ning Juda;uling keka ya manibatan ing metung a pamuntuk a manibala king balen kung Israel."
eng,tao,"'And you, Bethlehem, in the land of Judah,are by no means least among the rulers of Judah,for from you shall come a rulerwho is to shepherd my people Israel.' ""","'Inyo rana tao a meyvahay do Podiheng a macinapnap do Yotay am tana ney likey na o ili nyo am ney manhama kamo a tao. Ta amyan jinyo so asa ka tao a makayokod ninyo a Isedi a tao.' """
eng,tgl,"'And you, Bethlehem, in the land of Judah,are by no means least among the rulers of Judah,for from you shall come a rulerwho is to shepherd my people Israel.' ""","At ikaw Bet-lehem, na lupa ng Juda, Sa anomang paraan ay hindi ikaw ang pinakamaliit sa mga pangulong bayan ng Juda: Sapagka't mula sa iyo'y lalabas ang isang gobernador, Na siyang magiging pastor ng aking bayang Israel."
eng,pag,Then Herod secretly called for the magi and learned from them the exact time when the star had appeared.,"Si Herodes impaawit ton anggapoy makaamta ira may makakabat a nanlapud Bokig, tan tinepet tod sikara no kapigay inletaw na bitewen."
eng,pam,Then Herod secretly called for the magi and learned from them the exact time when the star had appeared.,Inya pepayaus na lang Herodes at pinulung pasalikut ding Mangabiasa; inusisa na at abalu karela nung kapilan de ikit ing batuin.
eng,tao,Then Herod secretly called for the magi and learned from them the exact time when the star had appeared.,Makarahan am lovoten na ni Helote a panirsirngen o manitanita so mata no hanit a tao a kapanahes na nya jira so araraw na no nipeytotwaw no mata no hanit ang.
eng,tgl,Then Herod secretly called for the magi and learned from them the exact time when the star had appeared.,"Nang magkagayo'y tinawag ni Herodes ng lihim ang mga Pantas na lalake, at kaniyang siniyasat ng buong ingat sa kanila ang panahong isinilang ng bituin."
eng,pag,"Then he sent them to Bethlehem, saying, ""Go and search diligently for the child, and when you have found him, bring me word so that I may also go and pay him homage.""","Insan to ra imbakid Betlehem tan imbilin tod sikara, ""Apiger yon anapen itay ogaw. No nalmo yo la, ipakabat yod siak, pian makakar ak met a mangigalang ed sikato."""
eng,pam,"Then he sent them to Bethlehem, saying, ""Go and search diligently for the child, and when you have found him, bring me word so that I may also go and pay him homage.""","Kaybat pepalakuan na na lang papunta Betlehem a kayabe na niting panabilin: Munta kayu at panintunan yeng masalese ing anak. Potang ikit yu ne, ipabalu yung agad kanaku ban aku man munta ku at samban ke."
eng,tao,"Then he sent them to Bethlehem, saying, ""Go and search diligently for the child, and when you have found him, bring me word so that I may also go and pay him homage.""","Makarahan am ipanci na sira mangay do Podiheng. Maniring jira am, ""Pakapyahen nyo pala kalahen o kanakan ang. Si makala nyo am ipanci nyo jyaken, ta mangay ko a iraralay."""
eng,tgl,"Then he sent them to Bethlehem, saying, ""Go and search diligently for the child, and when you have found him, bring me word so that I may also go and pay him homage.""","At pinayaon niya sila sa Bet-lehem, at sinabi, Kayo'y magsiparoon at ipagtanong ng buong ingat ang tungkol sa sanggol; at pagkasumpong ninyo sa kaniya, ay ipagbigay-alam ninyo sa akin, upang ako nama'y makaparoon at siya'y aking sambahin."
eng,pag,"When they had heard the king, they set out, and there, ahead of them, went the star that they had seen in the east, until it stopped over the place where the child was.","Kadngel dad sayan bilin, linma la ra. Diad dalan, anengneng da lamet imay bitewen ya anengneng dad bokig a nanlapwan da. Tinombuk da may bitewen ya anggad intonda tod petek na kawalaay ogaw ya aanapen da."
eng,pam,"When they had heard the king, they set out, and there, ahead of them, went the star that they had seen in the east, until it stopped over the place where the child was.",Meko la kaybat dang dimdam ing panabilin na ning ari. Kabang dalan ing batuining mismung batuin a ikit da king Aslaganminuna ne naman karela angga king miras ya at tinuknang tulid na ning lugal a kabilian ning anak.
eng,tao,"When they had heard the king, they set out, and there, ahead of them, went the star that they had seen in the east, until it stopped over the place where the child was.",Mamizing da o ciring na am mangay rana sira. Makarahan am to da cita pa tomwaw o mata no hanit a nimacita da do daddan no araw a meypalanginan nira to meynonozey a mangay a someyked do nikatazakan a tao no kanakan ang.
eng,tgl,"When they had heard the king, they set out, and there, ahead of them, went the star that they had seen in the east, until it stopped over the place where the child was.","At sila, pagkarinig sa hari ay nagsiyaon ng kanilang lakad; at narito, ang bituing kanilang nakita sa silanganan, ay nanguna sa kanila hanggang sa sumapit at tumigil sa tapat ng kinaroroonan ng sanggol."
eng,pag,"When they saw that the star had stopped, they were overwhelmed with joy.",Agaylay liket da ed impakanengneng dad samay bitewen!
eng,pam,"When they saw that the star had stopped, they were overwhelmed with joy.",Metula lang e mu nanu ding Mangabiasa panakit da king batuin.
eng,tao,"When they saw that the star had stopped, they were overwhelmed with joy.",So nisaray da makacita so mata no hanit ang.
eng,tgl,"When they saw that the star had stopped, they were overwhelmed with joy.","At nang makita nila ang bituin, ay nangagalak sila ng di kawasang galak."
eng,pag,"On entering the house, they saw the child with Mary his mother, and they knelt down and paid him homage. Then, opening their treasure chests, they offered him gifts of gold, frankincense, and myrrh.","Kaloob dad abung anengneng day ogaw tan si Maria ya ina to. Dinmakmomo ran angigalang ed samay ogaw. Impaway da ray awit dan rigalo a balituk, insinso, tan mira, insan da inter ed sikato."
eng,pam,"On entering the house, they saw the child with Mary his mother, and they knelt down and paid him homage. Then, opening their treasure chests, they offered him gifts of gold, frankincense, and myrrh.","Kalub da king bale, disnan de ing anak king siping nang Mariang ima na; siniklaud la king arapan na at simban de. Kaybat biklat da la ring regalung darala da, at dininan deng gintu, insenso, at mira."
eng,tao,"On entering the house, they saw the child with Mary his mother, and they knelt down and paid him homage. Then, opening their treasure chests, they offered him gifts of gold, frankincense, and myrrh.",Somdep sira do vahay am macita da o kanakan a kano ina na si Madiya. Am ori o nilogod da amraralay no kanakan ang. Makarahan am babahen da rana o nipalolo da ovay a kano mahangno a haneng a kano makdeng a kosozi a yazaw da sya.
eng,tgl,"On entering the house, they saw the child with Mary his mother, and they knelt down and paid him homage. Then, opening their treasure chests, they offered him gifts of gold, frankincense, and myrrh.","At nagsipasok sila sa bahay, at nangakita nila ang sanggol na kasama ng kaniyang inang si Maria; at nangagpatirapa sila at nangagsisamba sa kaniya; at pagkabukas nila ng kanilang mga kayamanan ay inihandog nila sa kaniya ang mga alay, na ginto at kamangyan at mira."
eng,pag,"And having been warned in a dream not to return to Herod, they left for their own country by another road.","Binilin iray Dios ed kugip da ya ag la ra ompapanengneng ed kinen Herodes, kanyan sananey lay dinalan dan pinmawil."
eng,pam,"And having been warned in a dream not to return to Herod, they left for their own country by another road.",Meyaus ing karelang pansin king kapamilatan ning metung a paninap king e na la magbalik pa kang Herodes. Inya menaliwa lang dalan ding Mangabiasa king pamagbalik da king karelang bansa.
eng,tao,"And having been warned in a dream not to return to Herod, they left for their own country by another road.","Meysinaoli sira o manitanita so mata no hanit a tao am patareken na o rarahan da ni Ama ta do to, do kanimapatateynep na jira a jyangay ji Helote a panirsirngen."
eng,tgl,"And having been warned in a dream not to return to Herod, they left for their own country by another road.","At palibhasa'y pinagsabihan sila ng Dios sa panaginip na huwag silang mangagbalik kay Herodes, ay nangagsiuwi sila sa kanilang sariling lupain sa ibang daan."
eng,pag,"Now after they had left, an angel of the Lord appeared to Joseph in a dream and said, ""Get up, take the child and his mother, and flee to Egypt, and remain there until I tell you, for Herod is about to search for the child, to destroy him.""","Kasiput da ra may makakabat a totoo, pinmayawar ed kugip nen Jose so sakey ya anghil na Katawan. Inkuanto may anghil, ""Bangon ka, ta batik kad Egipto a kaibam so ogaw tan say ina to. Ag kayod man ontataynan ya anggad ag ko ibagad sika, ta anapen nen Herodes so ogaw a pateyen."""
eng,pam,"Now after they had left, an angel of the Lord appeared to Joseph in a dream and said, ""Get up, take the child and his mother, and flee to Egypt, and remain there until I tell you, for Herod is about to search for the child, to destroy him.""","Kalako da ring Mangabiasa, pepakit ya ing anghel ning Ginu kang Jose king kapamilatan na ning paninap. Ngana, Mibangun ka, idala me ing anak ampon i ima na at munta kayu Ehipto. E kayu mamako karin anggang e ku sabian, uling papaintun neng Herodes ing anak ba neng ipapate."
eng,tao,"Now after they had left, an angel of the Lord appeared to Joseph in a dream and said, ""Get up, take the child and his mother, and flee to Egypt, and remain there until I tell you, for Herod is about to search for the child, to destroy him.""","Mangay rana sira am patateynepan na si Yoseyvo no tinsi ni Ama ta do to. Maniring jya am, ""Peyvangon rana kangay mo nira meyina a somazok do Ayci, kato nyo ngyanan dang a meyvahay mangay no ipanci ko na inyo a komaro do dang. Ta si Helote am na kalahen o kanakan a yawakwaken."""
eng,tgl,"Now after they had left, an angel of the Lord appeared to Joseph in a dream and said, ""Get up, take the child and his mother, and flee to Egypt, and remain there until I tell you, for Herod is about to search for the child, to destroy him.""","Nang mangakaalis nga sila, narito, ang isang anghel ng Panginoon ay napakita kay Jose sa panaginip, na nagsasabi, Magbangon ka at dalhin mo ang sanggol at ang kaniyang ina, at tumakas ka hanggang sa Egipto, at dumoon ka hanggang sa sabihin ko sa iyo: sapagka't hahanapin ni Herodes ang sanggol upang siya'y puksain."
eng,pag,"Then Joseph got up, took the child and his mother by night, and went to Egypt","Binmangon si Jose tan diad saman a labi, pinmikal a mamaarap ed Egipto a kaiba toy ogaw tan say ina to."
eng,pam,"Then Joseph got up, took the child and his mother by night, and went to Egypt","Mibangun ya i Jose at kanita mu ring benging ita, dela na la ding mi-ima at minta la king Ehipto."
eng,tao,"Then Joseph got up, took the child and his mother by night, and went to Egypt","Am ori o nyangayan na ni Yoseyvo nira meyina do Ayci a meyvahay do dang,"
eng,tgl,"Then Joseph got up, took the child and his mother by night, and went to Egypt","At siya'y nagbangon at dinala ang sanggol at ang ina nito sa kinagabihan, at napasa Egipto;"
eng,pag,"and remained there until the death of Herod. This was to fulfill what had been spoken by the Lord through the prophet, ""Out of Egypt I have called my son.""","Nanayam irad man ya anggad impatey nen Herodes.Agawa ya pian nasumpal so inkuan na Katawan diad panamegley na propita, ""Tinawag koy Anak kon papawayen a manlapud Egipto."""
eng,pam,"and remained there until the death of Herod. This was to fulfill what had been spoken by the Lord through the prophet, ""Out of Egypt I have called my son.""","Menatili la karin angga king mete ya i Herodes.Makanyan metupad ing amanung sinabi na ning Ginu king kapamilatan ning propeta, Inaus keng lumual ibat Ehipto ing kanakung Anak."
eng,tao,"and remained there until the death of Herod. This was to fulfill what had been spoken by the Lord through the prophet, ""Out of Egypt I have called my son.""","mangay do nikawakwak ni Helote. O icyakman na sang no vazay am pangononongan na o mina ciring no panoyonoywan na so ciring ni Ama ta do to. Ta maniring am,""Nipeysinaoli ko o anak ko a apo do Ayci."""
eng,tgl,"and remained there until the death of Herod. This was to fulfill what had been spoken by the Lord through the prophet, ""Out of Egypt I have called my son.""","At dumoon hanggang sa pagkamatay ni Herodes: upang maganap ang sinabi ng Panginoon sa pamamagitan ng propeta, na nagsasabi, Mula sa Egipto ay tinawag ko ang aking anak."
eng,pag,"When Herod saw that he had been tricked by the magi, he was infuriated, and he sent and killed all the children in and around Bethlehem who were two years old or under, according to the time that he had learned from the magi.","Nen akabatan nen Herodes a niluko na saramay makakabat a totoo, agaylay pasnuk to. Lapud petang na olo to, ingganggan to a pateyen iray ogogaw a lalaki ed Betlehem tan diad saray kaliber-liber a pasen. Impapatey to ray amin ya ogogaw a lalaki, manlapud duay taon a mampaleksab, onung ed panaon na inletaw na bitewen a naamtaan tod saramay makakabat a totoo."
eng,pam,"When Herod saw that he had been tricked by the magi, he was infuriated, and he sent and killed all the children in and around Bethlehem who were two years old or under, according to the time that he had learned from the magi.","Mimua yang e mu nanu i Herodes inyang abalu nang melinlang ya karing Mangabiasa. Inya pepapate na la ngan ding anak a lalaki karin Betlehem at karing makalapit a lugalding sablang anak a lalaking atin nang aduang banua tua at pababa, agpang king ikua nang ausisa karing Mangabiasa."
eng,tao,"When Herod saw that he had been tricked by the magi, he was infuriated, and he sent and killed all the children in and around Bethlehem who were two years old or under, according to the time that he had learned from the magi.","Katenngan ni Helote o kanimlita da jya no manitanita so mata no hanit am meyoyaoya. Am ori o nipanovoy na so itaysang a mangay omwakwak so anak da mahakay a mablit rana adwa so kakawakawan a kano jyablit pa so ikadwa so kakawakawan a minalikey do Podiheng a kado peycyeylilyan na, do gazagazan na so araraw no nipakacittan da so mata no hanit."
